epoch,radius_mean,added,removed,mod_ratio,hit3,hit10
0,0.6646535992622375,0,0,0.0,,
1,0.653282105922699,0,0,0.0,,
2,0.6267892718315125,0,0,0.0,,
3,0.5989837050437927,0,0,0.0,,
4,0.5927646160125732,0,0,0.0,,
5,0.5817977786064148,0,0,0.0,,
6,0.5726081728935242,0,0,0.0,,
7,0.5369371175765991,0,0,0.0,,
8,0.5313087105751038,0,0,0.0,,
9,0.5395983457565308,0,0,0.0,,
10,0.5288727879524231,0,0,0.0,,
11,0.5407025218009949,0,0,0.0,,
12,0.5401092171669006,0,0,0.0,,
13,0.5420226454734802,0,0,0.0,,
14,0.5427582859992981,0,0,0.0,,
15,0.5419608354568481,0,0,0.0,,
16,0.5327352285385132,0,0,0.0,,
17,0.5485592484474182,0,0,0.0,,
18,0.5492967367172241,0,0,0.0,,
19,0.5353181958198547,0,0,0.0,,
20,0.5336958169937134,0,0,0.0,,
21,0.5443808436393738,0,0,0.0,,
22,0.5395522713661194,0,0,0.0,,
23,0.5447527766227722,0,0,0.0,,
24,0.5317186713218689,0,0,0.0,,
25,0.5419682264328003,0,0,0.0,,
26,0.5385732650756836,0,0,0.0,,
27,0.5256776809692383,0,0,0.0,,
28,0.5239505171775818,0,0,0.0,,
29,0.5411096215248108,0,0,0.0,,
30,0.5436772704124451,0,0,0.0,,
31,0.5468717813491821,0,0,0.0,,
32,0.5251634120941162,0,0,0.0,,
33,0.5437878966331482,0,0,0.0,,
34,0.5370377898216248,0,0,0.0,,
35,0.5454297661781311,0,0,0.0,,
36,0.5399455428123474,0,0,0.0,,
37,0.5390055179595947,0,0,0.0,,
38,0.5331830978393555,0,0,0.0,,
39,0.536744236946106,0,0,0.0,,
40,0.5320610404014587,0,0,0.0,,
41,0.5380385518074036,0,0,0.0,,
42,0.5328320860862732,0,0,0.0,,
43,0.5541293025016785,0,0,0.0,,
44,0.5463942289352417,0,0,0.0,,
45,0.5274959206581116,0,0,0.0,,
46,0.537324845790863,0,0,0.0,,
47,0.5419008731842041,0,0,0.0,,
48,0.5325040817260742,0,0,0.0,,
49,0.5233055353164673,0,0,0.0,,
50,0.5523490309715271,0,0,0.0,,
51,0.545857846736908,0,0,0.0,,
52,0.547103762626648,0,0,0.0,,
53,0.5419893860816956,0,0,0.0,,
54,0.5379977822303772,0,0,0.0,,
55,0.5230134725570679,0,0,0.0,,
56,0.5421256422996521,0,0,0.0,,
57,0.5379882454872131,0,0,0.0,,
58,0.5327748656272888,0,0,0.0,,
59,0.5311952233314514,0,0,0.0,,
60,0.5427701473236084,0,0,0.0,,
61,0.5419765114784241,0,0,0.0,,
62,0.5472096800804138,0,0,0.0,,
63,0.5430013537406921,0,0,0.0,,
64,0.5470613241195679,0,0,0.0,,
65,0.5508455038070679,0,0,0.0,,
66,0.5417010188102722,0,0,0.0,,
67,0.5384405851364136,0,0,0.0,,
68,0.5395340919494629,0,0,0.0,,
69,0.543509304523468,0,0,0.0,,
