epoch,radius_mean,added,removed,mod_ratio,hit3,hit10
0,0.8431881666183472,0,5,0.0002115417160264,,
1,0.5762138366699219,0,5,0.0002115417160264,,
2,0.5462537407875061,0,5,0.0002115417160264,,
3,0.5810450911521912,0,5,0.0002115417160264,,
4,0.6047168374061584,0,5,0.0002115417160264,,
5,0.6202688813209534,0,5,0.0002115417160264,,
6,0.6380376815795898,0,5,0.0002115417160264,,
7,0.6040828824043274,0,5,0.0002115417160264,,
8,0.6077322363853455,0,5,0.0002115417160264,,
9,0.5859947800636292,0,5,0.0002115417160264,,
10,0.5659694075584412,0,15,0.0006346251480792,,
11,0.56932133436203,0,15,0.0006346251480792,,
12,0.5646264553070068,0,15,0.0006346251480792,,
13,0.5495105385780334,0,15,0.0006346251480792,,
14,0.5434596538543701,0,15,0.0006346251480792,,
15,0.5571256279945374,0,15,0.0006346251480792,,
16,0.5539979934692383,0,15,0.0006346251480792,,
17,0.5531014800071716,0,15,0.0006346251480792,,
18,0.5411404967308044,0,15,0.0006346251480792,,
19,0.5506062507629395,0,15,0.0006346251480792,,
20,0.5565526485443115,0,13,0.0005500084616686,,
21,0.5492326617240906,0,13,0.0005500084616686,,
22,0.558795690536499,0,13,0.0005500084616686,,
23,0.5642601847648621,0,13,0.0005500084616686,,
24,0.5635363459587097,0,13,0.0005500084616686,,
25,0.5528478622436523,0,13,0.0005500084616686,,
26,0.5410359501838684,0,13,0.0005500084616686,,
27,0.5571372509002686,0,13,0.0005500084616686,,
28,0.5549051761627197,0,13,0.0005500084616686,,
29,0.5591463446617126,0,13,0.0005500084616686,,
30,0.5473096370697021,0,14,0.0005923168048739,,
31,0.5593075752258301,0,14,0.0005923168048739,,
32,0.5547566413879395,0,14,0.0005923168048739,,
33,0.558344841003418,0,14,0.0005923168048739,,
34,0.550265908241272,0,14,0.0005923168048739,,
35,0.5366253852844238,0,14,0.0005923168048739,,
36,0.5595170855522156,0,14,0.0005923168048739,,
37,0.5527742505073547,0,14,0.0005923168048739,,
38,0.5516039729118347,0,14,0.0005923168048739,,
39,0.5411530137062073,0,14,0.0005923168048739,,
40,0.552147388458252,0,17,0.0007192418344897,,
41,0.5468153953552246,0,17,0.0007192418344897,,
42,0.5626156330108643,0,17,0.0007192418344897,,
43,0.5480793714523315,0,17,0.0007192418344897,,
44,0.5569051504135132,0,17,0.0007192418344897,,
45,0.5492238402366638,0,17,0.0007192418344897,,
46,0.5637676119804382,0,17,0.0007192418344897,,
47,0.5597428679466248,0,17,0.0007192418344897,,
48,0.5531370043754578,0,17,0.0007192418344897,,
49,0.5558702945709229,0,17,0.0007192418344897,,
50,0.5559440851211548,0,15,0.0006346251480792,,
51,0.5645713210105896,0,15,0.0006346251480792,,
52,0.5535094738006592,0,15,0.0006346251480792,,
53,0.5549221038818359,0,15,0.0006346251480792,,
54,0.5500836372375488,0,15,0.0006346251480792,,
55,0.5492221117019653,0,15,0.0006346251480792,,
56,0.5548948049545288,0,15,0.0006346251480792,,
57,0.563787043094635,0,15,0.0006346251480792,,
58,0.5569807887077332,0,15,0.0006346251480792,,
59,0.5620090365409851,0,15,0.0006346251480792,,
60,0.5567731261253357,0,14,0.0005923168048739,,
61,0.5644558668136597,0,14,0.0005923168048739,,
62,0.5581790208816528,0,14,0.0005923168048739,,
63,0.5653721690177917,0,14,0.0005923168048739,,
64,0.5565944314002991,0,14,0.0005923168048739,,
65,0.5623598098754883,0,14,0.0005923168048739,,
66,0.5731446743011475,0,14,0.0005923168048739,,
67,0.5603818893432617,0,14,0.0005923168048739,,
68,0.5640212297439575,0,14,0.0005923168048739,,
69,0.5567430257797241,0,14,0.0005923168048739,,
