epoch,radius_mean,added,removed,mod_ratio,hit3,hit10
0,0.6646535992622375,0,1,0.0002228163992869,,
1,0.6521111726760864,0,1,0.0002228163992869,,
2,0.6266056299209595,0,1,0.0002228163992869,,
3,0.5941826701164246,0,1,0.0002228163992869,,
4,0.5944637656211853,0,1,0.0002228163992869,,
5,0.5856972932815552,0,1,0.0002228163992869,,
6,0.5766228437423706,0,1,0.0002228163992869,,
7,0.5530941486358643,0,1,0.0002228163992869,,
8,0.5449816584587097,0,1,0.0002228163992869,,
9,0.5572691559791565,0,1,0.0002228163992869,,
10,0.563176691532135,0,0,0.0,,
11,0.5779207944869995,0,0,0.0,,
12,0.5762748718261719,0,0,0.0,,
13,0.5747126340866089,0,0,0.0,,
14,0.5856499075889587,0,0,0.0,,
15,0.5861721634864807,0,0,0.0,,
16,0.586748480796814,0,0,0.0,,
17,0.5888130068778992,0,0,0.0,,
18,0.5904285907745361,0,0,0.0,,
19,0.5899269580841064,0,0,0.0,,
20,0.5939024686813354,0,1,0.0002228163992869,,
21,0.597022533416748,0,1,0.0002228163992869,,
22,0.6061722040176392,0,1,0.0002228163992869,,
23,0.6035694479942322,0,1,0.0002228163992869,,
24,0.603471040725708,0,1,0.0002228163992869,,
25,0.5974006652832031,0,1,0.0002228163992869,,
26,0.5997862219810486,0,1,0.0002228163992869,,
27,0.5975540280342102,0,1,0.0002228163992869,,
28,0.5995560884475708,0,1,0.0002228163992869,,
29,0.5966405272483826,0,1,0.0002228163992869,,
30,0.6022667288780212,0,13,0.0028966131907308,,
31,0.6007331609725952,0,13,0.0028966131907308,,
32,0.5996068120002747,0,13,0.0028966131907308,,
33,0.605076253414154,0,13,0.0028966131907308,,
34,0.5995871424674988,0,13,0.0028966131907308,,
35,0.6014058589935303,0,13,0.0028966131907308,,
36,0.6028658151626587,0,13,0.0028966131907308,,
37,0.5994448661804199,0,13,0.0028966131907308,,
38,0.6007602214813232,0,13,0.0028966131907308,,
39,0.6096594929695129,0,13,0.0028966131907308,,
40,0.6083460450172424,0,20,0.0044563279857397,,
41,0.6009737849235535,0,20,0.0044563279857397,,
42,0.6006855964660645,0,20,0.0044563279857397,,
43,0.601733386516571,0,20,0.0044563279857397,,
44,0.605320155620575,0,20,0.0044563279857397,,
45,0.5983856320381165,0,20,0.0044563279857397,,
46,0.602236807346344,0,20,0.0044563279857397,,
47,0.6034603118896484,0,20,0.0044563279857397,,
48,0.6076938509941101,0,20,0.0044563279857397,,
49,0.6009894013404846,0,20,0.0044563279857397,,
50,0.6086644530296326,0,30,0.0066844919786096,,
51,0.6053900718688965,0,30,0.0066844919786096,,
52,0.6071475148200989,0,30,0.0066844919786096,,
53,0.6102995872497559,0,30,0.0066844919786096,,
54,0.605745792388916,0,30,0.0066844919786096,,
55,0.605793297290802,0,30,0.0066844919786096,,
56,0.6106916666030884,0,30,0.0066844919786096,,
57,0.5990312695503235,0,30,0.0066844919786096,,
58,0.6028653383255005,0,30,0.0066844919786096,,
59,0.6044800877571106,0,30,0.0066844919786096,,
60,0.6158616542816162,0,35,0.0077985739750445,,
61,0.6117406487464905,0,35,0.0077985739750445,,
62,0.6113998293876648,0,35,0.0077985739750445,,
63,0.610619068145752,0,35,0.0077985739750445,,
64,0.6073188185691833,0,35,0.0077985739750445,,
65,0.6135184168815613,0,35,0.0077985739750445,,
66,0.6188091039657593,0,35,0.0077985739750445,,
67,0.6149880886077881,0,35,0.0077985739750445,,
68,0.6035749912261963,0,35,0.0077985739750445,,
69,0.6124293804168701,0,35,0.0077985739750445,,
