dataset,ver,kind,scope,remove_frac_hint,alpha,gamma,c0p_prune_frac,aug_ratio,aug_bound,deg_thr,seed,idx,cluster_method,log_file,test_hit3,test_hit10,end_radius,delta_radius,total_removed
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,21,21,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed21_r0.5_fmr0.5_d0.9_gmm_idx21_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5426117181777954,-0.122042,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,22,22,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed22_r0.5_fmr0.5_d0.9_gmm_idx22_loss_origin.log,0.4857685009487666,0.6072106261859582,0.5299815535545349,-0.134672,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,23,23,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed23_r0.5_fmr0.5_d0.9_gmm_idx23_loss_origin.log,0.4838709677419355,0.5977229601518027,0.5387693643569946,-0.125884,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,24,24,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed24_r0.5_fmr0.5_d0.9_gmm_idx24_loss_origin.log,0.4971537001897533,0.6679316888045541,0.5486910343170166,-0.115963,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,25,25,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed25_r0.5_fmr0.5_d0.9_gmm_idx25_loss_origin.log,0.4838709677419355,0.5996204933586338,0.5425878167152405,-0.122066,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,26,26,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed26_r0.5_fmr0.5_d0.9_gmm_idx26_loss_origin.log,0.4819734345351044,0.5996204933586338,0.5403486490249634,-0.124305,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,27,27,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed27_r0.5_fmr0.5_d0.9_gmm_idx27_loss_origin.log,0.48956356736242884,0.5977229601518027,0.525530993938446,-0.139123,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,28,28,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed28_r0.5_fmr0.5_d0.9_gmm_idx28_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5534114837646484,-0.111242,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,29,29,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed29_r0.5_fmr0.5_d0.9_gmm_idx29_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5504856109619141,-0.114168,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,2,2,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed2_r0.5_fmr0.5_d0.9_gmm_idx2_loss_origin.log,0.4819734345351044,0.6204933586337761,0.530834972858429,-0.133819,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,3,3,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed3_r0.5_fmr0.5_d0.9_gmm_idx3_loss_origin.log,0.4857685009487666,0.6072106261859582,0.5268727540969849,-0.137781,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,4,4,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed4_r0.5_fmr0.5_d0.9_gmm_idx4_loss_origin.log,0.4781783681214421,0.603415559772296,0.5400597453117371,-0.124594,32
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,5,5,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed5_r0.5_fmr0.5_d0.9_gmm_idx5_loss_origin.log,0.4819734345351044,0.5996204933586338,0.5307947993278503,-0.133859,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,6,6,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed6_r0.5_fmr0.5_d0.9_gmm_idx6_loss_origin.log,0.5009487666034156,0.6261859582542695,0.540464460849762,-0.124189,30
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,7,7,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed7_r0.5_fmr0.5_d0.9_gmm_idx7_loss_origin.log,0.46110056925996207,0.6072106261859582,0.5518441796302795,-0.112809,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,8,8,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed8_r0.5_fmr0.5_d0.9_gmm_idx8_loss_origin.log,0.49146110056925996,0.5958254269449715,0.5401498675346375,-0.124504,31
cora,remove_only_intra_noncore,intra,noncore,,0.8,1.0,0.1,0.5,0.5,0.9,9,9,gmm,/home/retro/ARON/log/1117/cora_remove_only_intra_noncore_a0.80_g1.00_c0p0.10_seed9_r0.5_fmr0.5_d0.9_gmm_idx9_loss_origin.log,0.48956356736242884,0.5958254269449715,0.5493022203445435,-0.115351,30
